time (UTC),lux (lx),uv,1-min precip (mm),wind_lull (m/s),wind_avg (m/s),wind_gust (m/s),wind_dir (deg),solar_radiation (W m^-2),local_day_precip_accum (mm)
2019-05-31 00:00:00,3263,0.32,,0.0,0.2,1.9,187.0,28,
2019-05-31 00:05:00,2668,0.25,,0.0,0.1,1.2,204.0,23,
2019-05-31 00:10:00,2099,0.18,,0.0,0.2,1.5,189.0,18,
2019-05-31 00:15:00,1131,0.07,,0.0,0.2,1.4,205.0,9,
2019-05-31 00:20:00,803,0.06,,0.0,0.1,1.1,320.0,6,
2019-05-31 00:25:00,616,0.03,,0.0,0.1,0.9,244.0,5,
2019-05-31 00:30:00,640,0.02,,0.0,0.1,1.5,262.0,5,
2019-05-31 00:35:00,389,0.01,,0.0,0.2,1.8,269.0,3,
2019-05-31 00:40:00,245,0.06,,0.0,0.0,0.9,214.0,2,
2019-05-31 00:45:00,271,0.08,,0.0,0.1,1.1,239.0,2,
2019-05-31 00:50:00,210,0.02,,0.0,0.0,0.8,337.0,1,
2019-05-31 00:55:00,156,0.0,,0.0,0.0,1.1,12.0,1,
2019-05-31 01:00:00,101,0.0,,0.0,0.0,0.8,322.0,0,
2019-05-31 01:05:00,45,0.0,,0.0,0.0,1.0,336.0,0,
2019-05-31 01:10:00,14,0.0,,0.0,0.0,0.7,348.0,0,
2019-05-31 01:15:00,5,0.0,,0.0,0.1,0.8,313.0,0,
2019-05-31 01:20:00,4,0.0,,0.0,0.1,0.8,288.0,0,
2019-05-31 01:25:00,4,0.0,,0.0,0.3,1.6,272.0,0,
2019-05-31 01:30:00,4,0.0,,0.0,0.0,1.1,294.0,0,
2019-05-31 01:35:00,0,0.0,,0.0,0.0,1.0,319.0,0,
2019-05-31 01:40:00,0,0.0,,0.0,0.0,0.7,248.0,0,
2019-05-31 01:45:00,0,0.0,,0.0,0.0,0.3,0.0,0,
2019-05-31 01:50:00,0,0.0,,0.0,0.0,0.5,347.0,0,
2019-05-31 01:55:00,0,0.0,,0.0,0.0,0.5,346.0,0,
2019-05-31 02:00:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 02:05:00,0,0.0,,0.0,0.0,0.8,3.0,0,
2019-05-31 02:10:00,0,0.0,,0.0,0.0,0.6,319.0,0,
2019-05-31 02:15:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 02:20:00,0,0.0,,0.0,0.0,1.5,10.0,0,
2019-05-31 02:25:00,0,0.0,,0.0,0.0,1.1,208.0,0,
2019-05-31 02:30:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 02:35:00,0,0.0,,0.0,0.0,0.8,351.0,0,
2019-05-31 02:40:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 02:45:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 02:50:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 02:55:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 03:00:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 03:05:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 03:10:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 03:15:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 03:20:00,0,0.0,,0.0,0.0,0.5,320.0,0,
2019-05-31 03:25:00,0,0.0,,0.0,0.0,0.2,359.0,0,
2019-05-31 03:30:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 03:35:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 03:40:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 03:45:00,0,0.0,,0.0,0.0,0.3,4.0,0,
2019-05-31 03:50:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 03:55:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 04:00:00,0,0.0,,0.0,0.0,0.3,347.0,0,
2019-05-31 04:05:00,0,0.0,,0.0,0.0,0.2,6.0,0,
2019-05-31 04:10:00,0,0.0,,0.0,0.0,0.1,16.0,0,
2019-05-31 04:15:00,0,0.0,,0.0,0.0,0.1,359.0,0,
2019-05-31 04:20:00,0,0.0,,0.0,0.0,0.1,353.0,0,
2019-05-31 04:25:00,0,0.0,,0.0,0.0,0.4,348.0,0,
2019-05-31 04:30:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 04:35:00,0,0.0,,0.0,0.0,0.4,349.0,0,
2019-05-31 04:40:00,0,0.0,,0.0,0.0,0.5,330.0,0,
2019-05-31 04:45:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 04:50:00,0,0.0,,0.0,0.0,0.2,0.0,0,
2019-05-31 04:55:00,0,0.0,,0.0,0.0,0.2,9.0,0,
2019-05-31 05:00:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 05:05:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 05:10:00,0,0.0,,0.0,0.0,0.2,1.0,0,
2019-05-31 05:15:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 05:20:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 05:25:00,0,0.0,,0.0,0.0,0.3,15.0,0,
2019-05-31 05:30:00,0,0.0,,0.0,0.0,0.2,358.0,0,
2019-05-31 05:35:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 05:40:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 05:45:00,0,0.0,,0.0,0.0,0.0,358.0,0,
2019-05-31 05:50:00,0,0.0,,0.0,0.0,0.0,0.0,0,
2019-05-31 05:55:00,0,0.0,,0.0,0.0,0.2,354.0,0,
2019-05-31 06:00:00,0,0.0,,0.0,0.0,0.8,9.0,0,
2019-05-31 06:05:00,0,0.0,,0.0,0.0,0.5,12.0,0,
