time (UTC),lux (lx),uv,1-min precip (mm),wind_lull (m/s),wind_avg (m/s),wind_gust (m/s),wind_dir (deg),solar_radiation (W m^-2),local_day_precip_accum (mm)
2019-05-31 00:00:00,48.0,0.0,,0.0,0.6,1.5,260.0,0.0,
2019-05-31 00:05:00,35.0,0.0,,0.0,0.9,2.2,207.0,0.0,
2019-05-31 00:10:00,13.0,0.0,,0.0,0.4,1.2,343.0,0.0,
2019-05-31 00:15:00,9.0,0.0,,0.0,0.4,1.3,294.0,0.0,
2019-05-31 00:20:00,9.0,0.0,,0.0,0.5,1.2,281.0,0.0,
2019-05-31 00:25:00,8.0,0.0,,0.0,0.5,0.9,276.0,0.0,
2019-05-31 00:30:00,4.0,0.0,,0.0,0.5,1.2,325.0,0.0,
2019-05-31 00:35:00,4.0,0.0,,0.0,0.1,0.7,346.0,0.0,
2019-05-31 00:40:00,4.0,0.0,,0.1,0.5,0.8,310.0,0.0,
2019-05-31 00:45:00,4.0,0.0,,0.0,0.2,0.7,334.0,0.0,
2019-05-31 00:50:00,0.0,0.0,,0.2,0.6,0.9,347.0,0.0,
2019-05-31 00:55:00,0.0,0.0,,0.0,0.3,0.7,300.0,0.0,
2019-05-31 01:00:00,0.0,0.0,,0.0,0.1,0.8,333.0,0.0,
2019-05-31 01:05:00,0.0,0.0,,0.0,0.3,0.8,290.0,0.0,
2019-05-31 01:10:00,0.0,0.0,,0.0,0.4,1.4,261.0,0.0,
2019-05-31 01:15:00,0.0,0.0,,0.0,0.6,1.0,322.0,0.0,
2019-05-31 01:20:00,0.0,0.0,,0.0,0.4,0.8,299.0,0.0,
2019-05-31 01:25:00,0.0,0.0,,0.1,0.6,1.6,339.0,0.0,
2019-05-31 01:30:00,0.0,0.0,,0.1,0.4,0.9,329.0,0.0,
2019-05-31 01:35:00,0.0,0.0,,0.0,0.4,1.1,339.0,0.0,
2019-05-31 01:40:00,0.0,0.0,,0.1,0.4,1.1,337.0,0.0,
2019-05-31 01:45:00,0.0,0.0,,0.0,0.1,1.0,346.0,0.0,
2019-05-31 01:50:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
