time (UTC),lux (lx),uv,1-min precip (mm),wind_lull (m/s),wind_avg (m/s),wind_gust (m/s),wind_dir (deg),solar_radiation (W m^-2),local_day_precip_accum (mm)
2019-05-31 02:20:00,0.0,0.0,,0.0,0.0,0.6,3.0,0.0,
2019-05-31 02:25:00,0.0,0.0,,0.0,0.2,1.0,336.0,0.0,
2019-05-31 02:30:00,0.0,0.0,,0.0,0.1,1.0,347.0,0.0,
2019-05-31 02:35:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 02:40:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 02:45:00,0.0,0.0,,0.0,0.0,0.7,346.0,0.0,
2019-05-31 02:50:00,0.0,0.0,,0.0,0.1,1.0,30.0,0.0,
2019-05-31 02:55:00,0.0,0.0,,0.0,0.1,0.7,348.0,0.0,
2019-05-31 03:00:00,0.0,0.0,,0.0,0.0,0.8,350.0,0.0,
2019-05-31 03:05:00,0.0,0.0,,0.0,0.2,1.2,343.0,0.0,
2019-05-31 03:10:00,0.0,0.0,,0.0,0.2,1.2,343.0,0.0,
2019-05-31 03:15:00,0.0,0.0,,0.0,0.1,1.0,0.0,0.0,
2019-05-31 03:20:00,0.0,0.0,,0.0,0.2,0.9,330.0,0.0,
2019-05-31 03:25:00,0.0,0.0,,0.0,0.2,2.2,338.0,0.0,
2019-05-31 03:30:00,0.0,0.0,,0.0,0.0,0.6,7.0,0.0,
2019-05-31 03:35:00,0.0,0.0,,0.0,0.2,1.4,20.0,0.0,
2019-05-31 03:40:00,0.0,0.0,,0.0,0.2,1.4,25.0,0.0,
2019-05-31 03:45:00,0.0,0.0,,0.0,0.2,1.4,62.0,0.0,
2019-05-31 03:50:00,0.0,0.0,,0.0,0.3,1.5,177.0,0.0,
2019-05-31 03:55:00,0.0,0.0,,0.0,0.6,2.7,150.0,0.0,
2019-05-31 04:00:00,0.0,0.0,,0.0,0.7,2.1,130.0,0.0,
2019-05-31 04:05:00,0.0,0.0,,0.0,0.9,2.4,144.0,0.0,
2019-05-31 04:10:00,0.0,0.0,,0.0,0.5,3.9,52.0,0.0,
2019-05-31 04:15:00,0.0,0.0,,0.0,0.5,2.1,238.0,0.0,
2019-05-31 04:20:00,0.0,0.0,,0.0,0.7,2.6,167.0,0.0,
2019-05-31 04:25:00,0.0,0.0,,0.0,0.9,2.1,155.0,0.0,
2019-05-31 04:30:00,0.0,0.0,,0.0,0.8,3.2,130.0,0.0,
2019-05-31 04:35:00,0.0,0.0,,0.0,1.4,3.6,138.0,0.0,
2019-05-31 04:40:00,0.0,0.0,,0.0,0.7,2.4,121.0,0.0,
2019-05-31 04:45:00,0.0,0.0,,0.0,1.7,5.3,134.0,0.0,
2019-05-31 04:50:00,0.0,0.0,,0.0,0.8,2.2,144.0,0.0,
2019-05-31 04:55:00,0.0,0.0,,0.0,1.0,3.2,155.0,0.0,
2019-05-31 05:00:00,0.0,0.0,,0.0,0.9,2.8,158.0,0.0,
2019-05-31 05:05:00,0.0,0.0,,0.0,0.8,2.0,167.0,0.0,
2019-05-31 05:10:00,0.0,0.0,,0.0,0.9,2.3,123.0,0.0,
2019-05-31 05:15:00,0.0,0.0,,0.0,0.8,2.9,171.0,0.0,
2019-05-31 05:20:00,0.0,0.0,,0.0,0.8,2.1,158.0,0.0,
2019-05-31 05:25:00,0.0,0.0,,0.0,0.7,2.2,159.0,0.0,
2019-05-31 05:30:00,0.0,0.0,,0.0,0.2,1.0,175.0,0.0,
2019-05-31 05:35:00,0.0,0.0,,0.0,0.3,1.3,259.0,0.0,
2019-05-31 05:40:00,0.0,0.0,,0.0,0.3,1.2,325.0,0.0,
2019-05-31 05:45:00,0.0,0.0,,0.0,0.2,1.6,356.0,0.0,
2019-05-31 05:50:00,0.0,0.0,,0.0,0.2,1.3,22.0,0.0,
2019-05-31 05:55:00,0.0,0.0,,0.0,0.0,0.8,14.0,0.0,
2019-05-31 06:00:00,0.0,0.0,,0.0,0.2,1.2,2.0,0.0,
2019-05-31 06:05:00,0.0,0.0,,0.0,0.2,1.6,73.0,0.0,
2019-05-31 06:10:00,0.0,0.0,,0.0,0.2,1.1,329.0,0.0,
2019-05-31 06:15:00,0.0,0.0,,0.0,0.0,0.9,353.0,0.0,
2019-05-31 06:20:00,0.0,0.0,,0.0,0.0,0.5,349.0,0.0,
2019-05-31 06:25:00,0.0,0.0,,0.0,0.1,0.7,325.0,0.0,
2019-05-31 06:30:00,0.0,0.0,,0.0,0.0,0.5,0.0,0.0,
2019-05-31 06:35:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 06:40:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 06:45:00,0.0,0.0,,0.0,0.1,1.1,23.0,0.0,
2019-05-31 06:50:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 06:55:00,0.0,0.0,,0.0,0.1,0.6,351.0,0.0,
2019-05-31 07:00:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 07:05:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 07:10:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 07:15:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 07:20:00,0.0,0.0,,0.0,0.0,0.8,9.0,0.0,
2019-05-31 07:25:00,0.0,0.0,,0.0,0.0,0.4,354.0,0.0,
2019-05-31 07:30:00,0.0,0.0,,0.0,0.1,0.6,356.0,0.0,
2019-05-31 07:35:00,0.0,0.0,,0.0,0.0,0.7,350.0,0.0,
2019-05-31 07:40:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 07:45:00,0.0,0.0,,0.0,0.1,0.9,342.0,0.0,
2019-05-31 07:50:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 07:55:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 08:00:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 08:05:00,0.0,0.0,,0.0,0.1,0.5,9.0,0.0,
2019-05-31 08:10:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 08:15:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 08:20:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 08:25:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 08:30:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 08:35:00,0.0,0.0,,0.0,0.0,0.4,358.0,0.0,
2019-05-31 08:40:00,0.0,0.0,,0.0,0.1,0.7,353.0,0.0,
2019-05-31 08:45:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 08:50:00,0.0,0.0,,0.0,0.0,0.9,13.0,0.0,
2019-05-31 08:55:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 09:00:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 09:05:00,4.0,0.0,,0.0,0.1,1.4,10.0,0.0,
2019-05-31 09:10:00,4.0,0.0,,0.0,0.1,1.0,12.0,0.0,
2019-05-31 09:15:00,4.0,0.0,,0.0,0.1,0.8,1.0,0.0,
2019-05-31 09:20:00,4.0,0.0,,0.0,0.1,0.8,1.0,0.0,
2019-05-31 09:25:00,19.0,0.0,,0.0,0.0,0.7,10.0,0.0,
2019-05-31 09:30:00,52.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 09:35:00,116.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-05-31 09:40:00,221.0,0.01,,0.0,0.0,0.0,0.0,1.0,
2019-05-31 09:45:00,387.0,0.02,,0.0,0.0,0.5,352.0,3.0,
2019-05-31 09:50:00,611.0,0.02,,0.0,0.0,0.0,0.0,5.0,
2019-05-31 09:55:00,889.0,0.03,,0.0,0.0,0.0,0.0,7.0,
2019-05-31 10:00:00,1197.0,0.04,,0.0,0.1,1.2,4.0,9.0,
2019-05-31 10:05:00,1521.0,0.05,,0.0,0.0,0.9,13.0,12.0,
2019-05-31 10:10:00,1863.0,0.05,,0.0,0.0,0.0,0.0,15.0,
2019-05-31 10:15:00,2187.0,0.06,,0.0,0.0,0.0,0.0,18.0,
2019-05-31 10:20:00,2494.0,0.07,,0.0,0.0,0.0,0.0,20.0,
2019-05-31 10:25:00,2784.0,0.07,,0.0,0.0,0.0,0.0,23.0,
2019-05-31 10:30:00,3051.0,0.09,,0.0,0.0,0.0,0.0,25.0,
2019-05-31 10:35:00,3285.0,0.09,,0.0,0.0,0.0,0.0,27.0,
2019-05-31 10:40:00,3580.0,0.11,,0.0,0.2,1.9,1.0,29.0,
2019-05-31 10:45:00,3716.0,0.11,,0.0,0.0,0.4,10.0,30.0,
2019-05-31 10:50:00,4852.0,0.2,,0.0,0.0,0.9,10.0,40.0,
2019-05-31 10:55:00,4068.0,0.12,,0.0,0.1,0.9,347.0,33.0,
2019-05-31 11:00:00,4327.0,0.13,,0.0,0.0,0.0,0.0,36.0,
2019-05-31 11:05:00,7594.0,0.42,,0.0,0.0,0.0,0.0,63.0,
2019-05-31 11:10:00,10797.0,0.71,,0.0,0.1,1.1,329.0,89.0,
2019-05-31 11:15:00,4826.0,0.14,,0.0,0.1,0.8,348.0,40.0,
2019-05-31 11:20:00,4895.0,0.14,,0.0,0.1,1.2,8.0,40.0,
2019-05-31 11:25:00,4955.0,0.14,,0.0,0.0,0.0,0.0,41.0,
2019-05-31 11:30:00,6903.0,0.3,,0.0,0.2,1.1,12.0,57.0,
2019-05-31 11:35:00,5420.0,0.17,,0.0,0.1,0.8,353.0,45.0,
2019-05-31 11:40:00,13104.0,0.79,,0.0,0.0,0.0,0.0,109.0,
2019-05-31 11:45:00,18593.0,1.22,,0.0,0.1,0.8,9.0,154.0,
2019-05-31 11:50:00,13910.0,0.83,,0.0,0.2,1.3,0.0,115.0,
2019-05-31 11:55:00,5605.0,0.16,,0.0,0.2,1.3,43.0,46.0,
2019-05-31 12:00:00,5688.0,0.17,,0.0,0.3,1.3,182.0,47.0,
2019-05-31 12:05:00,6214.0,0.2,,0.0,0.3,1.6,35.0,51.0,
2019-05-31 12:10:00,5854.0,0.18,,0.0,0.2,2.0,14.0,48.0,
2019-05-31 12:15:00,15001.0,0.83,,0.0,0.5,2.2,67.0,125.0,
2019-05-31 12:20:00,14991.0,0.86,,0.0,0.3,1.4,279.0,124.0,
2019-05-31 12:25:00,25248.0,1.64,,0.0,0.3,1.1,119.0,210.0,
2019-05-31 12:30:00,41354.0,2.7,,0.0,0.7,2.4,150.0,344.0,
2019-05-31 12:35:00,42933.0,2.74,,0.0,0.2,1.3,0.0,357.0,
2019-05-31 12:40:00,44703.0,2.82,,0.0,0.5,2.0,176.0,372.0,
2019-05-31 12:45:00,46364.0,2.91,,0.0,0.9,4.0,165.0,386.0,
2019-05-31 12:50:00,47641.0,2.99,,0.0,0.4,1.8,102.0,397.0,
2019-05-31 12:55:00,49386.0,3.12,,0.0,1.0,3.3,154.0,411.0,
2019-05-31 13:00:00,51006.0,3.17,,0.0,0.9,3.4,192.0,425.0,
2019-05-31 13:05:00,52779.0,3.26,,0.0,0.5,2.1,135.0,439.0,
2019-05-31 13:10:00,54140.0,3.32,,0.0,1.0,3.4,139.0,451.0,
2019-05-31 13:15:00,55568.0,3.37,,0.0,0.6,1.6,195.0,463.0,
2019-05-31 13:20:00,58399.0,3.55,,0.0,0.4,1.4,158.0,486.0,
2019-05-31 13:25:00,59132.0,3.61,,0.0,1.0,2.2,141.0,492.0,
2019-05-31 13:30:00,59822.0,3.61,,0.0,0.6,1.9,140.0,498.0,
2019-05-31 13:35:00,61770.0,3.77,,0.0,0.5,1.8,194.0,514.0,
2019-05-31 13:40:00,63059.0,3.92,,0.0,1.0,2.7,159.0,525.0,
2019-05-31 13:45:00,65355.0,3.95,,0.0,1.1,2.6,158.0,544.0,
2019-05-31 13:50:00,69402.0,4.29,,0.0,0.6,2.1,186.0,578.0,
2019-05-31 13:55:00,70004.0,4.32,,0.0,0.9,1.8,145.0,583.0,
2019-05-31 14:00:00,72933.0,4.5,,0.0,0.8,2.5,160.0,607.0,
2019-05-31 14:05:00,75156.0,4.79,,0.0,0.9,2.2,115.0,626.0,
2019-05-31 14:10:00,77019.0,4.94,,0.0,1.1,3.2,162.0,641.0,
2019-05-31 14:15:00,17777.0,0.94,,0.0,0.9,2.1,153.0,148.0,
2019-05-31 14:20:00,21723.0,1.26,,0.0,0.6,2.0,120.0,181.0,
2019-05-31 14:25:00,76685.0,4.92,,0.0,1.0,3.7,164.0,639.0,
2019-05-31 14:30:00,77442.0,4.8,,0.0,0.5,2.3,199.0,645.0,
2019-05-31 14:35:00,39007.0,2.32,,0.0,0.6,1.9,116.0,325.0,
2019-05-31 14:40:00,36539.0,2.04,,0.0,0.5,1.6,94.0,304.0,
2019-05-31 14:45:00,90321.0,5.89,,0.0,0.5,3.4,158.0,752.0,
2019-05-31 14:50:00,59280.0,3.48,,0.0,0.5,1.6,328.0,494.0,
2019-05-31 14:55:00,74155.0,4.7,,0.0,1.0,3.8,112.0,617.0,
2019-05-31 15:00:00,89139.0,5.59,,0.0,0.4,1.3,355.0,742.0,
2019-05-31 15:05:00,92710.0,6.09,,0.0,0.7,2.4,95.0,772.0,
2019-05-31 15:10:00,85754.0,5.5,,0.0,0.8,2.4,135.0,714.0,
2019-05-31 15:15:00,91968.0,5.94,,0.0,0.5,2.3,146.0,766.0,
2019-05-31 15:20:00,81304.0,5.04,,0.0,0.5,1.8,137.0,677.0,
2019-05-31 15:25:00,87870.0,5.59,,0.0,0.4,1.7,166.0,732.0,
2019-05-31 15:30:00,96462.0,6.38,,0.0,0.4,1.6,207.0,803.0,
2019-05-31 15:35:00,98454.0,6.13,,0.0,0.7,2.6,148.0,820.0,
2019-05-31 15:40:00,97325.0,6.01,,0.0,0.7,1.9,136.0,811.0,
2019-05-31 15:45:00,97214.0,6.06,,0.0,1.5,3.8,155.0,810.0,
2019-05-31 15:50:00,100317.0,6.31,,0.0,1.0,2.9,149.0,835.0,
2019-05-31 15:55:00,106804.0,7.14,,0.0,0.8,2.3,138.0,890.0,
2019-05-31 16:00:00,49954.0,2.84,,0.0,1.2,2.7,149.0,416.0,
2019-05-31 16:05:00,91344.0,5.86,,0.0,1.6,5.0,164.0,761.0,
2019-05-31 16:10:00,111150.0,7.33,,0.0,0.8,2.3,159.0,926.0,
2019-05-31 16:15:00,109394.0,7.53,,0.0,0.9,2.5,136.0,911.0,
2019-05-31 16:20:00,83719.0,5.59,,0.0,1.1,3.8,162.0,697.0,
2019-05-31 16:25:00,106658.0,7.06,,0.0,0.8,2.3,164.0,888.0,
2019-05-31 16:30:00,26246.0,1.58,,0.0,0.7,2.5,264.0,218.0,
2019-05-31 16:35:00,17992.0,1.04,,0.0,0.4,1.6,136.0,149.0,
2019-05-31 16:40:00,106510.0,7.25,,0.0,0.9,2.9,152.0,887.0,
2019-05-31 16:45:00,106068.0,7.02,,0.0,0.6,2.3,147.0,883.0,
2019-05-31 16:50:00,108251.0,7.34,,0.0,1.0,3.1,186.0,902.0,
2019-05-31 16:55:00,101225.0,6.61,,0.0,0.3,2.0,32.0,843.0,
2019-05-31 17:00:00,27358.0,1.48,,0.0,0.5,2.3,104.0,227.0,
2019-05-31 17:05:00,47032.0,2.88,,0.0,1.2,2.9,141.0,391.0,
2019-05-31 17:10:00,111691.0,7.47,,0.0,0.7,2.6,147.0,930.0,
2019-05-31 17:15:00,31236.0,1.82,,0.0,0.7,3.3,194.0,260.0,
2019-05-31 17:20:00,18564.0,1.17,,0.0,1.5,3.3,155.0,154.0,
2019-05-31 17:25:00,104234.0,7.34,,0.0,0.9,3.2,142.0,868.0,
2019-05-31 17:30:00,103373.0,6.76,,0.0,1.1,2.4,133.0,861.0,
2019-05-31 17:35:00,102897.0,6.62,,0.0,0.9,3.7,213.0,857.0,
2019-05-31 17:40:00,85084.0,5.44,,0.0,0.6,2.2,163.0,709.0,
2019-05-31 17:45:00,30888.0,1.64,,0.0,0.8,3.5,150.0,257.0,
2019-05-31 17:50:00,105480.0,7.05,,0.0,0.6,2.0,164.0,879.0,
2019-05-31 17:55:00,95644.0,6.26,,0.0,1.0,3.3,211.0,797.0,
2019-05-31 18:00:00,99187.0,6.31,,0.0,1.7,4.0,137.0,826.0,
2019-05-31 18:05:00,97744.0,5.92,,0.0,1.0,2.0,164.0,814.0,
2019-05-31 18:10:00,98693.0,6.18,,0.0,1.0,2.4,138.0,822.0,
2019-05-31 18:15:00,95964.0,6.37,,0.0,0.9,3.0,138.0,799.0,
2019-05-31 18:20:00,96402.0,6.28,,0.0,1.2,3.9,165.0,803.0,
2019-05-31 18:25:00,39751.0,2.25,,0.0,0.6,2.6,170.0,331.0,
2019-05-31 18:30:00,92301.0,5.9,,0.0,1.0,3.0,128.0,769.0,
2019-05-31 18:35:00,95963.0,6.4,,0.0,0.4,2.0,161.0,799.0,
2019-05-31 18:40:00,98984.0,6.18,,0.0,0.4,1.9,114.0,824.0,
2019-05-31 18:45:00,40260.0,2.15,,0.0,0.9,2.1,159.0,335.0,
2019-05-31 18:50:00,90637.0,5.5,,0.0,0.8,1.5,177.0,755.0,
2019-05-31 18:55:00,73719.0,4.58,,0.0,0.5,3.9,70.0,614.0,
2019-05-31 19:00:00,86980.0,5.11,,0.0,0.1,1.5,326.0,724.0,
2019-05-31 19:05:00,83429.0,5.13,,0.0,0.7,1.5,141.0,695.0,
2019-05-31 19:10:00,39480.0,2.08,,0.0,0.6,2.1,140.0,329.0,
2019-05-31 19:15:00,84313.0,5.37,,0.0,1.5,3.4,155.0,702.0,
2019-05-31 19:20:00,82797.0,5.32,,0.0,0.5,1.2,196.0,689.0,
2019-05-31 19:25:00,57735.0,3.27,,0.0,0.5,1.6,183.0,481.0,
2019-05-31 19:30:00,56908.0,3.36,,0.0,0.4,1.9,235.0,474.0,
2019-05-31 19:35:00,52988.0,3.0,,0.0,0.4,1.3,191.0,441.0,
2019-05-31 19:40:00,53071.0,3.15,,0.0,0.8,2.5,226.0,442.0,
2019-05-31 19:45:00,65598.0,3.99,,0.0,0.1,1.1,319.0,546.0,
2019-05-31 19:50:00,58581.0,3.61,,0.0,0.7,1.8,182.0,488.0,
2019-05-31 19:55:00,49222.0,2.91,,0.0,0.6,2.3,161.0,410.0,
2019-05-31 20:00:00,44190.0,2.72,,0.0,0.3,1.4,207.0,368.0,
2019-05-31 20:05:00,48068.0,3.0,,0.0,0.1,1.3,39.0,400.0,
2019-05-31 20:10:00,43140.0,2.57,,0.0,0.5,1.8,138.0,359.0,
2019-05-31 20:15:00,76314.0,4.78,,0.0,0.3,1.6,112.0,635.0,
2019-05-31 20:20:00,57192.0,3.52,,0.0,0.9,1.9,165.0,476.0,
2019-05-31 20:25:00,56709.0,3.43,,0.0,0.4,1.5,90.0,472.0,
2019-05-31 20:30:00,60050.0,3.73,,0.0,0.6,2.2,163.0,500.0,
2019-05-31 20:35:00,39700.0,2.47,,0.0,0.2,1.1,124.0,330.0,
2019-05-31 20:40:00,38760.0,2.42,,0.0,0.7,3.6,124.0,323.0,
2019-05-31 20:45:00,46815.0,2.95,,0.0,0.9,3.0,156.0,390.0,
2019-05-31 20:50:00,29338.0,1.84,,0.0,1.0,2.9,127.0,244.0,
2019-05-31 20:55:00,22344.0,1.43,,0.0,0.9,1.8,178.0,186.0,
2019-05-31 21:00:00,24785.0,1.62,,0.0,0.2,1.2,258.0,206.0,
2019-05-31 21:05:00,26818.0,1.75,,0.0,0.7,1.9,210.0,223.0,
2019-05-31 21:10:00,27098.0,1.78,,0.0,0.7,2.1,165.0,225.0,
2019-05-31 21:15:00,26267.0,1.74,,0.0,0.5,1.4,103.0,218.0,
2019-05-31 21:20:00,28640.0,1.89,,0.0,0.6,2.5,136.0,238.0,
2019-05-31 21:25:00,42209.0,2.75,,0.0,0.8,2.1,151.0,351.0,
2019-05-31 21:30:00,28489.0,1.81,,0.0,0.6,1.5,160.0,237.0,
2019-05-31 21:35:00,34045.0,2.2,,0.0,0.2,1.2,39.0,283.0,
2019-05-31 21:40:00,38372.0,2.48,,0.0,0.5,1.7,196.0,319.0,
2019-05-31 21:45:00,34550.0,2.2,,0.0,0.5,1.4,191.0,287.0,
2019-05-31 21:50:00,37615.0,2.41,,0.0,0.8,1.5,201.0,313.0,
2019-05-31 21:55:00,35556.0,2.29,,0.0,0.7,1.4,151.0,296.0,
2019-05-31 22:00:00,31669.0,2.05,,0.0,0.1,1.1,12.0,263.0,
2019-05-31 22:05:00,33465.0,2.19,,0.0,0.3,1.5,155.0,278.0,
2019-05-31 22:10:00,31953.0,2.12,,0.0,0.2,1.6,2.0,266.0,
2019-05-31 22:15:00,31105.0,2.05,,0.0,0.5,1.6,118.0,259.0,
2019-05-31 22:20:00,26356.0,1.75,,0.0,0.3,1.2,126.0,219.0,
2019-05-31 22:25:00,13942.0,0.83,,0.0,0.3,1.1,214.0,116.0,
2019-05-31 22:30:00,18337.0,1.24,,0.0,0.4,1.6,234.0,152.0,
2019-05-31 22:35:00,12988.0,0.82,,0.0,0.5,1.7,260.0,108.0,
2019-05-31 22:40:00,9186.0,0.57,,0.0,0.3,1.1,186.0,76.0,
2019-05-31 22:45:00,8160.0,0.52,,0.0,0.4,2.0,198.0,68.0,
2019-05-31 22:50:00,8157.0,0.54,,0.0,0.3,1.2,209.0,67.0,
2019-05-31 22:55:00,8384.0,0.58,,0.0,0.3,1.8,301.0,69.0,
2019-05-31 23:00:00,8558.0,0.61,,0.0,0.4,1.5,231.0,71.0,
2019-05-31 23:05:00,8930.0,0.65,,0.0,0.2,1.4,304.0,74.0,
2019-05-31 23:10:00,8630.0,0.63,,0.0,0.1,0.7,338.0,71.0,
2019-05-31 23:15:00,7777.0,0.57,,0.0,0.1,1.5,332.0,64.0,
2019-05-31 23:20:00,6241.0,0.44,,0.0,0.1,0.9,346.0,52.0,
2019-05-31 23:25:00,5220.0,0.37,,0.0,0.0,0.0,0.0,43.0,
2019-05-31 23:30:00,4517.0,0.32,,0.0,0.0,0.0,0.0,37.0,
2019-05-31 23:35:00,3851.0,0.28,,0.0,0.0,0.0,0.0,32.0,
2019-05-31 23:40:00,3310.0,0.25,,0.0,0.0,0.0,0.0,27.0,
2019-05-31 23:45:00,2816.0,0.21,,0.0,0.0,0.0,0.0,23.0,
2019-05-31 23:50:00,2330.0,0.19,,0.0,0.1,0.9,319.0,19.0,
2019-05-31 23:55:00,1793.0,0.15,,0.0,0.0,0.0,0.0,14.0,
2019-06-01 00:00:00,1424.0,0.15,,0.0,0.0,0.0,0.0,11.0,
2019-06-01 00:05:00,1066.0,0.11,,0.0,0.0,0.0,0.0,8.0,
2019-06-01 00:10:00,656.0,0.07,,0.0,0.0,0.0,0.0,5.0,
2019-06-01 00:15:00,504.0,0.09,,0.0,0.0,0.0,0.0,4.0,
2019-06-01 00:20:00,327.0,0.09,,0.0,0.0,0.0,0.0,2.0,
2019-06-01 00:25:00,165.0,0.04,,0.0,0.0,0.0,0.0,1.0,
2019-06-01 00:30:00,77.0,0.01,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 00:35:00,34.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 00:40:00,13.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 00:45:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 00:50:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 00:55:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 01:00:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 01:05:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 01:10:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 01:15:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 01:20:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 01:25:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 01:30:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 01:35:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 01:40:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 01:45:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 01:50:00,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 01:55:00,4.0,0.0,,0.0,0.1,0.8,319.0,0.0,
2019-06-01 02:00:00,4.0,0.0,,0.0,0.0,0.6,347.0,0.0,
2019-06-01 02:05:00,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 02:10:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 02:15:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2019-06-01 02:20:00,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,
